codice_regione,data,deceduti,denominazione_regione,dimessi_guariti,isolamento_domiciliare,lat,long,note_en,note_it,nuovi_positivi,ricoverati_con_sintomi,stato,tamponi,terapia_intensiva,totale_casi,totale_ospedalizzati,totale_positivi,variazione_totale_positivi
17,2020-03-08T18:00:00,0,Basilicata,0,2,40.63947052,15.80514834,,,1,2,ITA,123,0,4,2,4,1
4,2020-03-08T18:00:00,0,P.A. Bolzano,0,1,46.49933453,11.35662422,,,0,8,ITA,36,0,9,8,9,0
18,2020-03-08T18:00:00,0,Calabria,0,4,38.90597598,16.59440194,,,5,5,ITA,113,0,9,5,9,5
15,2020-03-08T18:00:00,0,Campania,1,63,40.83956555,14.25084984,,,40,30,ITA,980,7,101,37,100,39
8,2020-03-08T18:00:00,56,Emilia-Romagna,27,480,44.49436681,11.3417208,,,170,542,ITA,4344,75,1180,617,1097,160
6,2020-03-08T18:00:00,1,Friuli Venezia Giulia,3,45,45.6494354,13.76813649,,,15,7,ITA,997,1,57,8,53,14
12,2020-03-08T18:00:00,3,Lazio,3,26,41.89277044,12.48366722,,,11,47,ITA,1929,8,87,55,81,9
7,2020-03-08T18:00:00,6,Liguria,5,17,44.41149315,8.9326992,,,27,39,ITA,401,11,78,50,67,25
3,2020-03-08T18:00:00,267,Lombardia,550,756,45.46679409,9.190347404,,,769,2217,ITA,18534,399,4189,2616,3372,630
11,2020-03-08T18:00:00,7,Marche,0,114,43.61675973,13.5188753,,,65,110,ITA,1025,41,272,151,265,64
14,2020-03-08T18:00:00,0,Molise,0,8,41.55774754,14.65916051,,,0,4,ITA,116,2,14,6,14,0
1,2020-03-08T18:00:00,5,Piemonte,0,65,45.0732745,7.680687483,,,153,245,ITA,1636,45,360,290,355,153
16,2020-03-08T18:00:00,3,Puglia,1,16,41.12559576,16.86736689,,,14,17,ITA,627,3,40,20,36,13
20,2020-03-08T18:00:00,0,Sardegna,0,6,39.21531192,9.110616306,,,6,5,ITA,149,0,11,5,11,6
19,2020-03-08T18:00:00,0,Sicilia,2,33,38.11569725,13.3623567,,,18,18,ITA,791,0,53,18,51,18
9,2020-03-08T18:00:00,0,Toscana,1,67,43.76923077,11.25588885,,,53,91,ITA,1618,7,166,98,165,53
4,2020-03-08T18:00:00,0,P.A. Trento,0,14,46.06893511,11.12123097,,,9,7,ITA,228,2,23,9,23,9
10,2020-03-08T18:00:00,0,Umbria,0,22,43.10675841,12.38824698,,,2,2,ITA,168,2,26,4,26,2
2,2020-03-08T18:00:00,0,Valle d'Aosta,0,8,45.73750286,7.320149366,,,1,1,ITA,41,0,9,1,9,1
5,2020-03-08T18:00:00,18,Veneto,29,430,45.43490485,12.33845213,,,127,146,ITA,15918,47,670,193,623,118
13,2020-03-09T18:00:00,0,Abruzzo,0,5,42.35122196,13.39843823,,,13,25,ITA,237,0,30,25,30,13
17,2020-03-09T18:00:00,0,Basilicata,0,3,40.63947052,15.80514834,,,1,2,ITA,135,0,5,2,5,1
4,2020-03-09T18:00:00,0,P.A. Bolzano,0,1,46.49933453,11.35662422,,,0,8,ITA,36,0,9,8,9,0
18,2020-03-09T18:00:00,0,Calabria,2,1,38.90597598,16.59440194,,,2,8,ITA,173,0,11,8,9,0
15,2020-03-09T18:00:00,0,Campania,1,69,40.83956555,14.25084984,,,19,42,ITA,980,8,120,50,119,19
8,2020-03-09T18:00:00,70,Emilia-Romagna,30,620,44.49436681,11.3417208,,,206,576,ITA,4906,90,1386,666,1286,189
6,2020-03-09T18:00:00,1,Friuli Venezia Giulia,3,70,45.6494354,13.76813649,,,36,18,ITA,1344,1,93,19,89,36
12,2020-03-09T18:00:00,5,Lazio,3,31,41.89277044,12.48366722,,,15,55,ITA,1929,8,102,63,94,13
7,2020-03-09T18:00:00,7,Liguria,5,20,44.41149315,8.9326992,,,31,60,ITA,611,17,109,77,97,30
3,2020-03-09T18:00:00,333,Lombardia,646,1248,45.46679409,9.190347404,,,1280,2802,ITA,20135,440,5469,3242,4490,1118
11,2020-03-09T18:00:00,10,Marche,0,130,43.61675973,13.5188753,,,51,136,ITA,1250,47,323,183,313,48
14,2020-03-09T18:00:00,0,Molise,0,8,41.55774754,14.65916051,,,0,4,ITA,212,2,14,6,14,0
1,2020-03-09T18:00:00,13,Piemonte,0,65,45.0732745,7.680687483,,,-10,222,ITA,1681,50,350,272,337,-18
16,2020-03-09T18:00:00,3,Puglia,1,20,41.12559576,16.86736689,,,10,20,ITA,685,6,50,26,46,10
20,2020-03-09T18:00:00,0,Sardegna,0,11,39.21531192,9.110616306,,,8,8,ITA,185,0,19,8,19,8
19,2020-03-09T18:00:00,0,Sicilia,2,33,38.11569725,13.3623567,,,1,19,ITA,836,0,54,19,52,1
9,2020-03-09T18:00:00,1,Toscana,1,90,43.76923077,11.25588885,,,42,107,ITA,2018,9,208,116,206,41
4,2020-03-09T18:00:00,0,P.A. Trento,0,21,46.06893511,11.12123097,,,10,10,ITA,267,2,33,12,33,10
10,2020-03-09T18:00:00,0,Umbria,0,22,43.10675841,12.38824698,,,2,4,ITA,183,2,28,6,28,2
2,2020-03-09T18:00:00,0,Valle d'Aosta,0,11,45.73750286,7.320149366,,,6,4,ITA,67,0,15,4,15,6
5,2020-03-09T18:00:00,20,Veneto,30,457,45.43490485,12.33845213,,,74,186,ITA,15956,51,744,237,694,71
13,2020-03-10T18:00:00,1,Abruzzo,0,11,42.35122196,13.39843823,,,8,17,ITA,310,9,38,26,37,7
17,2020-03-10T18:00:00,0,Basilicata,0,5,40.63947052,15.80514834,,,2,2,ITA,148,0,7,2,7,2
4,2020-03-10T18:00:00,0,P.A. Bolzano,0,20,46.49933453,11.35662422,,,29,17,ITA,36,1,38,18,38,29
18,2020-03-10T18:00:00,0,Calabria,2,1,38.90597598,16.59440194,,,2,8,ITA,360,2,13,10,11,2
15,2020-03-10T18:00:00,0,Campania,1,85,40.83956555,14.25084984,,,7,33,ITA,1141,8,127,41,126,7
8,2020-03-10T18:00:00,85,Emilia-Romagna,31,650,44.49436681,11.3417208,,,147,669,ITA,5494,98,1533,767,1417,131
6,2020-03-10T18:00:00,3,Friuli Venezia Giulia,3,77,45.6494354,13.76813649,,,23,27,ITA,1602,6,116,33,110,21
12,2020-03-10T18:00:00,6,Lazio,11,34,41.89277044,12.48366722,,,14,50,ITA,3591,15,116,65,99,5
7,2020-03-10T18:00:00,8,Liguria,5,42,44.41149315,8.9326992,,,32,57,ITA,694,29,141,86,128,31
3,2020-03-10T18:00:00,468,Lombardia,896,642,45.46679409,9.190347404,pd-EN-0004,pd-IT-0004,322,3319,ITA,21479,466,5791,3785,4427,-63
11,2020-03-10T18:00:00,13,Marche,0,175,43.61675973,13.5188753,,,71,152,ITA,1437,54,394,206,381,68
14,2020-03-10T18:00:00,0,Molise,0,9,41.55774754,14.65916051,,,1,3,ITA,225,3,15,6,15,1
1,2020-03-10T18:00:00,17,Piemonte,0,64,45.0732745,7.680687483,,,103,306,ITA,2374,66,453,372,436,99
16,2020-03-10T18:00:00,3,Puglia,1,21,41.12559576,16.86736689,,,9,28,ITA,747,6,59,34,55,9
20,2020-03-10T18:00:00,0,Sardegna,0,11,39.21531192,9.110616306,,,1,9,ITA,204,0,20,9,20,1
19,2020-03-10T18:00:00,0,Sicilia,2,41,38.11569725,13.3623567,,,8,17,ITA,955,2,62,19,60,8
9,2020-03-10T18:00:00,1,Toscana,3,129,43.76923077,11.25588885,,,56,91,ITA,2573,40,264,131,260,54
4,2020-03-10T18:00:00,0,P.A. Trento,2,28,46.06893511,11.12123097,,,19,19,ITA,399,3,52,22,50,17
10,2020-03-10T18:00:00,0,Umbria,0,27,43.10675841,12.38824698,,,9,8,ITA,260,2,37,10,37,9
2,2020-03-10T18:00:00,0,Valle d'Aosta,0,15,45.73750286,7.320149366,,,2,2,ITA,89,0,17,2,17,2
5,2020-03-10T18:00:00,26,Veneto,47,512,45.43490485,12.33845213,,,112,204,ITA,16643,67,856,271,783,89
13,2020-03-11T17:00:00,1,Abruzzo,0,11,42.35122196,13.39843823,nd-EN-0001,nd-IT-0001,0,17,ITA,310,9,38,26,37,0
17,2020-03-11T17:00:00,0,Basilicata,0,6,40.63947052,15.80514834,,,1,1,ITA,155,1,8,2,8,1
4,2020-03-11T17:00:00,0,P.A. Bolzano,0,63,46.49933453,11.35662422,,,37,8,ITA,75,4,75,12,75,37
18,2020-03-11T17:00:00,0,Calabria,2,5,38.90597598,16.59440194,,,6,10,ITA,405,2,19,12,17,6
15,2020-03-11T17:00:00,1,Campania,4,82,40.83956555,14.25084984,,,27,56,ITA,1375,11,154,67,149,23
8,2020-03-11T17:00:00,113,Emilia-Romagna,38,739,44.49436681,11.3417208,,,206,745,ITA,6640,104,1739,849,1588,171
6,2020-03-11T17:00:00,6,Friuli Venezia Giulia,10,89,45.6494354,13.76813649,,,10,16,ITA,2073,5,126,21,110,0
12,2020-03-11T17:00:00,6,Lazio,19,40,41.89277044,12.48366722,,,34,67,ITA,3591,18,150,85,125,26
7,2020-03-11T17:00:00,8,Liguria,5,73,44.41149315,8.9326992,,,53,74,ITA,1025,34,194,108,181,53
3,2020-03-11T17:00:00,617,Lombardia,900,1351,45.46679409,9.190347404,,,1489,3852,ITA,25629,560,7280,4412,5763,1336
11,2020-03-11T17:00:00,18,Marche,0,183,43.61675973,13.5188753,,,85,212,ITA,1656,66,479,278,461,80
14,2020-03-11T17:00:00,0,Molise,0,9,41.55774754,14.65916051,,,1,4,ITA,233,3,16,7,16,1
1,2020-03-11T17:00:00,21,Piemonte,0,86,45.0732745,7.680687483,,,48,319,ITA,2431,75,501,394,480,44
16,2020-03-11T17:00:00,5,Puglia,1,29,41.12559576,16.86736689,,,18,38,ITA,909,4,77,42,71,16
20,2020-03-11T17:00:00,0,Sardegna,0,27,39.21531192,9.110616306,,,17,10,ITA,283,0,37,10,37,17
19,2020-03-11T17:00:00,0,Sicilia,2,57,38.11569725,13.3623567,,,21,23,ITA,1194,1,83,24,81,21
9,2020-03-11T17:00:00,1,Toscana,5,173,43.76923077,11.25588885,,,56,87,ITA,2804,54,320,141,314,54
4,2020-03-11T17:00:00,0,P.A. Trento,3,42,46.06893511,11.12123097,,,25,28,ITA,527,4,77,32,74,24
10,2020-03-11T17:00:00,0,Umbria,2,32,43.10675841,12.38824698,,,9,7,ITA,340,5,46,12,44,7
2,2020-03-11T17:00:00,1,Valle d'Aosta,0,17,45.73750286,7.320149366,,,3,2,ITA,99,0,20,2,19,2
5,2020-03-11T17:00:00,29,Veneto,54,610,45.43490485,12.33845213,,,167,262,ITA,21400,68,1023,330,940,157
13,2020-03-12T17:00:00,2,Abruzzo,4,19,42.35122196,13.39843823,,,46,47,ITA,867,12,84,59,78,41
17,2020-03-12T17:00:00,0,Basilicata,0,6,40.63947052,15.80514834,,,0,1,ITA,155,1,8,2,8,0
4,2020-03-12T17:00:00,1,P.A. Bolzano,0,78,46.49933453,11.35662422,,,29,21,ITA,607,4,104,25,103,28
18,2020-03-12T17:00:00,0,Calabria,1,16,38.90597598,16.59440194,,,14,14,ITA,483,2,33,16,32,15
15,2020-03-12T17:00:00,1,Campania,4,107,40.83956555,14.25084984,,,25,56,ITA,1551,11,179,67,174,25
8,2020-03-12T17:00:00,146,Emilia-Romagna,43,832,44.49436681,11.3417208,,,208,814,ITA,7600,112,1947,926,1758,170
6,2020-03-12T17:00:00,8,Friuli Venezia Giulia,11,115,45.6494354,13.76813649,,,41,23,ITA,2604,10,167,33,148,38
12,2020-03-12T17:00:00,9,Lazio,19,67,41.89277044,12.48366722,,,50,85,ITA,5592,20,200,105,172,47
7,2020-03-12T17:00:00,11,Liguria,20,107,44.41149315,8.9326992,,,80,100,ITA,1174,36,274,136,243,62
3,2020-03-12T17:00:00,744,Lombardia,1085,2044,45.46679409,9.190347404,,,1445,4247,ITA,29534,605,8725,4852,6896,1133
11,2020-03-12T17:00:00,22,Marche,0,240,43.61675973,13.5188753,,,113,254,ITA,1907,76,592,330,570,109
14,2020-03-12T17:00:00,0,Molise,0,9,41.55774754,14.65916051,,,0,4,ITA,238,3,16,7,16,0
1,2020-03-12T17:00:00,26,Piemonte,0,89,45.0732745,7.680687483,,,79,368,ITA,2879,97,580,465,554,74
16,2020-03-12T17:00:00,5,Puglia,1,38,41.12559576,16.86736689,,,27,58,ITA,1269,2,104,60,98,27
20,2020-03-12T17:00:00,0,Sardegna,0,27,39.21531192,9.110616306,,,2,12,ITA,302,0,39,12,39,2
19,2020-03-12T17:00:00,2,Sicilia,2,78,38.11569725,13.3623567,,,32,28,ITA,1477,5,115,33,111,30
9,2020-03-12T17:00:00,5,Toscana,7,193,43.76923077,11.25588885,,,44,100,ITA,3165,59,364,159,352,38
4,2020-03-12T17:00:00,1,P.A. Trento,4,54,46.06893511,11.12123097,,,30,43,ITA,593,5,107,48,102,28
10,2020-03-12T17:00:00,0,Umbria,2,46,43.10675841,12.38824698,,,18,8,ITA,458,8,64,16,62,18
2,2020-03-12T17:00:00,1,Valle d'Aosta,0,19,45.73750286,7.320149366,,,7,7,ITA,118,0,27,7,26,7
5,2020-03-12T17:00:00,32,Veneto,55,852,45.43490485,12.33845213,,,361,360,ITA,23438,85,1384,445,1297,357
13,2020-03-13T17:00:00,2,Abruzzo,4,27,42.35122196,13.39843823,,,5,42,ITA,958,14,89,56,83,5
17,2020-03-13T17:00:00,0,Basilicata,0,8,40.63947052,15.80514834,,,2,1,ITA,155,1,10,2,10,2
4,2020-03-13T17:00:00,2,P.A. Bolzano,0,98,46.49933453,11.35662422,,,21,20,ITA,811,5,125,25,123,20
18,2020-03-13T17:00:00,0,Calabria,1,16,38.90597598,16.59440194,,,5,18,ITA,504,3,38,21,37,5
15,2020-03-13T17:00:00,2,Campania,5,134,40.83956555,14.25084984,,,41,60,ITA,1671,19,220,79,213,39
8,2020-03-13T17:00:00,201,Emilia-Romagna,51,941,44.49436681,11.3417208,,,316,942,ITA,8787,128,2263,1070,2011,253
6,2020-03-13T17:00:00,10,Friuli Venezia Giulia,11,169,45.6494354,13.76813649,,,90,59,ITA,3149,8,257,67,236,88
12,2020-03-13T17:00:00,11,Lazio,24,96,41.89277044,12.48366722,,,77,122,ITA,6491,24,277,146,242,70
7,2020-03-13T17:00:00,17,Liguria,24,132,44.41149315,8.9326992,,,71,128,ITA,1442,44,345,172,304,61
3,2020-03-13T17:00:00,890,Lombardia,1198,2647,45.46679409,9.190347404,,,1095,4435,ITA,32700,650,9820,5085,7732,836
11,2020-03-13T17:00:00,27,Marche,0,276,43.61675973,13.5188753,,,133,337,ITA,2218,85,725,422,698,128
14,2020-03-13T17:00:00,0,Molise,0,9,41.55774754,14.65916051,,,1,5,ITA,243,3,17,8,17,1
1,2020-03-13T17:00:00,46,Piemonte,0,103,45.0732745,7.680687483,,,260,556,ITA,3105,135,840,691,794,240
16,2020-03-13T17:00:00,5,Puglia,3,42,41.12559576,16.86736689,,,25,77,ITA,1449,2,129,79,121,23
20,2020-03-13T17:00:00,0,Sardegna,0,31,39.21531192,9.110616306,,,4,12,ITA,504,0,43,12,43,4
19,2020-03-13T17:00:00,2,Sicilia,2,82,38.11569725,13.3623567,,,15,37,ITA,1950,7,130,44,126,15
9,2020-03-13T17:00:00,5,Toscana,10,244,43.76923077,11.25588885,,,106,134,ITA,4049,77,470,211,455,103
4,2020-03-13T17:00:00,2,P.A. Trento,4,93,46.06893511,11.12123097,,,56,58,ITA,846,6,163,64,157,55
10,2020-03-13T17:00:00,1,Umbria,2,52,43.10675841,12.38824698,,,12,11,ITA,576,10,76,21,73,11
2,2020-03-13T17:00:00,1,Valle d'Aosta,0,21,45.73750286,7.320149366,,,1,6,ITA,189,0,28,6,27,1
5,2020-03-13T17:00:00,42,Veneto,100,980,45.43490485,12.33845213,,,211,366,ITA,25691,107,1595,473,1453,156
13,2020-03-14T17:00:00,2,Abruzzo,4,41,42.35122196,13.39843823,,,23,51,ITA,1232,14,112,65,106,23
17,2020-03-14T17:00:00,0,Basilicata,0,8,40.63947052,15.80514834,,,0,0,ITA,155,2,10,2,10,0
4,2020-03-14T17:00:00,3,P.A. Bolzano,0,137,46.49933453,11.35662422,,,48,26,ITA,1135,7,173,33,170,47
18,2020-03-14T17:00:00,0,Calabria,1,33,38.90597598,16.59440194,,,22,22,ITA,711,4,60,26,59,22
15,2020-03-14T17:00:00,6,Campania,23,154,40.83956555,14.25084984,,,52,72,ITA,1936,17,272,89,243,30
8,2020-03-14T17:00:00,241,Emilia-Romagna,54,1121,44.49436681,11.3417208,,,381,1076,ITA,10043,152,2644,1228,2349,338
6,2020-03-14T17:00:00,13,Friuli Venezia Giulia,17,193,45.6494354,13.76813649,,,44,67,ITA,3376,11,301,78,271,35
12,2020-03-14T17:00:00,13,Lazio,24,114,41.89277044,12.48366722,,,80,181,ITA,7335,25,357,206,320,78
7,2020-03-14T17:00:00,27,Liguria,52,109,44.41149315,8.9326992,,,118,213,ITA,1750,62,463,275,384,80
3,2020-03-14T17:00:00,966,Lombardia,1660,3429,45.46679409,9.190347404,,,1865,4898,ITA,37138,732,11685,5630,9059,1327
11,2020-03-14T17:00:00,36,Marche,0,321,43.61675973,13.5188753,,,174,449,ITA,2561,93,899,542,863,165
14,2020-03-14T17:00:00,0,Molise,0,9,41.55774754,14.65916051,,,0,5,ITA,247,3,17,8,17,0
1,2020-03-14T17:00:00,59,Piemonte,0,126,45.0732745,7.680687483,,,33,538,ITA,3680,150,873,688,814,20
16,2020-03-14T17:00:00,8,Puglia,2,59,41.12559576,16.86736689,,,37,91,ITA,1681,6,166,97,156,35
20,2020-03-14T17:00:00,0,Sardegna,0,33,39.21531192,9.110616306,,,4,14,ITA,530,0,47,14,47,4
19,2020-03-14T17:00:00,2,Sicilia,4,97,38.11569725,13.3623567,,,26,42,ITA,2100,11,156,53,150,24
9,2020-03-14T17:00:00,6,Toscana,10,367,43.76923077,11.25588885,,,160,160,ITA,4595,87,630,247,614,159
4,2020-03-14T17:00:00,2,P.A. Trento,5,119,46.06893511,11.12123097,,,43,68,ITA,1006,12,206,80,199,42
10,2020-03-14T17:00:00,1,Umbria,3,71,43.10675841,12.38824698,,,31,21,ITA,748,11,107,32,103,30
2,2020-03-14T17:00:00,1,Valle d'Aosta,0,29,45.73750286,7.320149366,,,14,12,ITA,231,0,42,12,41,14
5,2020-03-14T17:00:00,55,Veneto,107,1290,45.43490485,12.33845213,,,342,366,ITA,26980,119,1937,485,1775,322
13,2020-03-15T17:00:00,3,Abruzzo,6,28,42.35122196,13.39843823,,,25,72,ITA,1419,28,137,100,128,22
17,2020-03-15T17:00:00,0,Basilicata,0,9,40.63947052,15.80514834,,,1,0,ITA,208,2,11,2,11,1
4,2020-03-15T17:00:00,5,P.A. Bolzano,0,145,46.49933453,11.35662422,,,31,50,ITA,1497,4,204,54,199,29
18,2020-03-15T17:00:00,1,Calabria,1,28,38.90597598,16.59440194,,,8,32,ITA,884,6,68,38,66,7
15,2020-03-15T17:00:00,9,Campania,28,201,40.83956555,14.25084984,,,61,73,ITA,2213,22,333,95,296,53
8,2020-03-15T17:00:00,284,Emilia-Romagna,68,1357,44.49436681,11.3417208,,,449,1215,ITA,12054,169,3093,1384,2741,392
6,2020-03-15T17:00:00,14,Friuli Venezia Giulia,17,206,45.6494354,13.76813649,,,46,98,ITA,3407,12,347,110,316,45
12,2020-03-15T17:00:00,16,Lazio,24,142,41.89277044,12.48366722,,,79,223,ITA,8345,31,436,254,396,76
7,2020-03-15T17:00:00,33,Liguria,33,174,44.41149315,8.9326992,,,96,253,ITA,1973,66,559,319,493,109
3,2020-03-15T17:00:00,1218,Lombardia,2011,3776,45.46679409,9.190347404,,,1587,5500,ITA,40369,767,13272,6267,10043,984
11,2020-03-15T17:00:00,46,Marche,0,468,43.61675973,13.5188753,,,234,521,ITA,2946,98,1133,619,1087,224
14,2020-03-15T17:00:00,0,Molise,0,10,41.55774754,14.65916051,,,0,3,ITA,248,4,17,7,17,0
1,2020-03-15T17:00:00,81,Piemonte,0,133,45.0732745,7.680687483,,,238,726,ITA,4375,171,1111,897,1030,216
16,2020-03-15T17:00:00,16,Puglia,2,90,41.12559576,16.86736689,,,64,116,ITA,2017,6,230,122,212,56
20,2020-03-15T17:00:00,2,Sardegna,0,59,39.21531192,9.110616306,,,30,16,ITA,613,0,77,16,75,28
19,2020-03-15T17:00:00,2,Sicilia,7,108,38.11569725,13.3623567,,,32,56,ITA,2452,15,188,71,179,29
9,2020-03-15T17:00:00,8,Toscana,10,481,43.76923077,11.25588885,,,151,175,ITA,5132,107,781,282,763,149
4,2020-03-15T17:00:00,6,P.A. Trento,5,275,46.06893511,11.12123097,,,172,73,ITA,1006,19,378,92,367,168
10,2020-03-15T17:00:00,1,Umbria,3,101,43.10675841,12.38824698,,,36,25,ITA,965,13,143,38,139,36
2,2020-03-15T17:00:00,1,Valle d'Aosta,0,43,45.73750286,7.320149366,,,15,10,ITA,230,3,57,13,56,15
5,2020-03-15T17:00:00,63,Veneto,120,1434,45.43490485,12.33845213,,,235,426,ITA,32546,129,2172,555,1989,214
13,2020-03-16T17:00:00,4,Abruzzo,7,57,42.35122196,13.39843823,,,39,71,ITA,1533,37,176,108,165,37
17,2020-03-16T17:00:00,0,Basilicata,0,9,40.63947052,15.80514834,,,1,1,ITA,230,2,12,3,12,1
4,2020-03-16T17:00:00,6,P.A. Bolzano,0,171,46.49933453,11.35662422,,,37,53,ITA,1740,11,241,64,235,36
18,2020-03-16T17:00:00,1,Calabria,1,44,38.90597598,16.59440194,,,21,36,ITA,1030,7,89,43,87,21
15,2020-03-16T17:00:00,9,Campania,28,238,40.83956555,14.25084984,,,67,103,ITA,2517,22,400,125,363,67
8,2020-03-16T17:00:00,346,Emilia-Romagna,88,1529,44.49436681,11.3417208,,,429,1362,ITA,13096,197,3522,1559,3088,347
6,2020-03-16T17:00:00,22,Friuli Venezia Giulia,18,231,45.6494354,13.76813649,,,39,96,ITA,4851,19,386,115,346,30
12,2020-03-16T17:00:00,19,Lazio,32,174,41.89277044,12.48366722,,,87,267,ITA,9330,31,523,298,472,76
7,2020-03-16T17:00:00,50,Liguria,42,247,44.41149315,8.9326992,,,108,255,ITA,2189,73,667,328,575,82
3,2020-03-16T17:00:00,1420,Lombardia,2368,3867,45.46679409,9.190347404,,,1377,6171,ITA,43565,823,14649,6994,10861,818
11,2020-03-16T17:00:00,57,Marche,0,547,43.61675973,13.5188753,,,109,528,ITA,3225,110,1242,638,1185,98
14,2020-03-16T17:00:00,1,Molise,5,7,41.55774754,14.65916051,,,4,3,ITA,253,5,21,8,15,-2
1,2020-03-16T17:00:00,111,Piemonte,0,174,45.0732745,7.680687483,,,405,1045,ITA,5588,186,1516,1231,1405,375
16,2020-03-16T17:00:00,16,Puglia,2,90,41.12559576,16.86736689,nd-EN-0005,nd-IT-0005,0,116,ITA,2017,6,230,122,212,0
20,2020-03-16T17:00:00,2,Sardegna,0,66,39.21531192,9.110616306,,,30,39,ITA,797,0,107,39,105,30
19,2020-03-16T17:00:00,2,Sicilia,8,108,38.11569725,13.3623567,,,25,75,ITA,2653,20,213,95,203,24
9,2020-03-16T17:00:00,14,Toscana,11,559,43.76923077,11.25588885,,,85,175,ITA,5910,107,866,282,841,78
4,2020-03-16T17:00:00,6,P.A. Trento,5,275,46.06893511,11.12123097,nd-EN-0003,nd-IT-0003,0,73,ITA,1006,19,378,92,367,0
10,2020-03-16T17:00:00,1,Umbria,4,114,43.10675841,12.38824698,,,21,30,ITA,1093,15,164,45,159,20
2,2020-03-16T17:00:00,2,Valle d'Aosta,0,70,45.73750286,7.320149366,,,48,28,ITA,287,5,105,33,103,47
5,2020-03-16T17:00:00,69,Veneto,130,1620,45.43490485,12.33845213,,,301,498,ITA,35052,156,2473,654,2274,285
13,2020-03-17T17:00:00,6,Abruzzo,7,90,42.35122196,13.39843823,,,53,94,ITA,1688,32,229,126,216,51
17,2020-03-17T17:00:00,0,Basilicata,0,13,40.63947052,15.80514834,,,8,5,ITA,262,2,20,7,20,8
4,2020-03-17T17:00:00,8,P.A. Bolzano,1,200,46.49933453,11.35662422,,,50,71,ITA,2149,11,291,82,282,47
18,2020-03-17T17:00:00,1,Calabria,1,57,38.90597598,16.59440194,,,25,45,ITA,1293,10,114,55,112,25
15,2020-03-17T17:00:00,9,Campania,28,272,40.83956555,14.25084984,,,60,127,ITA,2685,24,460,151,423,60
8,2020-03-17T17:00:00,393,Emilia-Romagna,134,1615,44.49436681,11.3417208,nd-EN-0008,nd-IT-0008,409,1566,ITA,14510,223,3931,1789,3404,316
6,2020-03-17T17:00:00,30,Friuli Venezia Giulia,17,222,45.6494354,13.76813649,,,8,104,ITA,4958,21,394,125,347,1
12,2020-03-17T17:00:00,23,Lazio,34,192,41.89277044,12.48366722,,,84,314,ITA,9436,44,607,358,550,78
7,2020-03-17T17:00:00,60,Liguria,57,277,44.41149315,8.9326992,,,111,299,ITA,2509,85,778,384,661,86
3,2020-03-17T17:00:00,1640,Lombardia,2485,4263,45.46679409,9.190347404,,,1571,6953,ITA,46449,879,16220,7832,12095,1234
11,2020-03-17T17:00:00,69,Marche,0,594,43.61675973,13.5188753,,,129,599,ITA,3225,109,1371,708,1302,117
14,2020-03-17T17:00:00,1,Molise,5,7,41.55774754,14.65916051,,,4,7,ITA,301,5,25,12,19,4
1,2020-03-17T17:00:00,133,Piemonte,0,180,45.0732745,7.680687483,,,381,1378,ITA,6543,206,1897,1584,1764,359
16,2020-03-17T17:00:00,18,Puglia,2,151,41.12559576,16.86736689,,,110,155,ITA,3077,14,340,169,320,108
20,2020-03-17T17:00:00,2,Sardegna,0,75,39.21531192,9.110616306,,,10,36,ITA,1003,4,117,40,115,10
19,2020-03-17T17:00:00,3,Sicilia,8,112,38.11569725,13.3623567,,,24,86,ITA,2916,28,237,114,226,23
9,2020-03-17T17:00:00,17,Toscana,12,552,43.76923077,11.25588885,,,187,329,ITA,6727,143,1053,472,1024,183
4,2020-03-17T17:00:00,7,P.A. Trento,10,239,46.06893511,11.12123097,,,7,107,ITA,1727,22,385,129,368,1
10,2020-03-17T17:00:00,1,Umbria,4,135,43.10675841,12.38824698,,,33,36,ITA,1323,21,197,57,192,33
2,2020-03-17T17:00:00,2,Valle d'Aosta,0,93,45.73750286,7.320149366,,,31,35,ITA,398,6,136,41,134,31
5,2020-03-17T17:00:00,80,Veneto,136,1769,45.43490485,12.33845213,,,231,548,ITA,35478,171,2704,719,2488,214
13,2020-03-18T17:00:00,7,Abruzzo,7,109,42.35122196,13.39843823,,,34,99,ITA,2054,41,263,140,249,33
17,2020-03-18T17:00:00,0,Basilicata,0,16,40.63947052,15.80514834,,,7,9,ITA,262,2,27,11,27,7
